-2.0e0 -2.0e0 3.354518e-4 3.354518e-4
-1.833334e0 -2.0e0 6.354695e-4 6.354695e-4
-1.6666681e0 -2.0e0 1.13873e-3 1.13873e-3
-1.5000021e0 -2.0e0 1.930383e-3 1.930383e-3
-1.3333362e0 -2.0e0 3.095425e-3 3.095425e-3
-1.1666702e0 -2.0e0 4.695528e-3 4.695528e-3
-1.0000043e0 -2.0e0 6.737634e-3 6.737634e-3
-8.333383e-1 -2.0e0 9.145546e-3 9.145546e-3
-6.666723e-1 -2.0e0 1.174301e-2 1.174301e-2
-5.000063e-1 -2.0e0 1.426372e-2 1.426372e-2
-3.333403e-1 -2.0e0 1.638875e-2 1.638875e-2
-1.666743e-1 -2.0e0 1.781294e-2 1.781294e-2
-8.3e-6 -2.0e0 1.831482e-2 1.831482e-2
1.6665771e-1 -2.0e0 1.781334e-2 1.781334e-2
3.3332372e-1 -2.0e0 1.638899e-2 1.638899e-2
4.9998972e-1 -2.0e0 1.426376e-2 1.426376e-2
6.6665572e-1 -2.0e0 1.174338e-2 1.174338e-2
8.3332172e-1 -2.0e0 9.145845e-3 9.145845e-3
9.9998772e-1 -2.0e0 6.737956e-3 6.737956e-3
1.16665372e0 -2.0e0 4.69565e-3 4.69565e-3
1.3333197e0 -2.0e0 3.095564e-3 3.095564e-3
1.4999857e0 -2.0e0 1.930444e-3 1.930444e-3
1.6666516e0 -2.0e0 1.138809e-3 1.138809e-3
1.8333176e0 -2.0e0 6.355064e-4 6.355064e-4
1.9999835e0 -2.0e0 3.354718e-4 3.354718e-4

-2.0e0 -1.833334e0 6.354695e-4 6.354695e-4
-1.833334e0 -1.833334e0 1.203796e-3 1.203796e-3
-1.6666681e0 -1.833334e0 2.1572e-3 2.1572e-3
-1.5000021e0 -1.833334e0 3.656859e-3 3.656859e-3
-1.3333362e0 -1.833334e0 5.863956e-3 5.863956e-3
-1.1666702e0 -1.833334e0 8.895097e-3 8.895097e-3
-1.0000043e0 -1.833334e0 1.276332e-2 1.276332e-2
-8.333383e-1 -1.833334e0 1.732484e-2 1.732484e-2
-6.666723e-1 -1.833334e0 2.22457e-2 2.22457e-2
-5.000063e-1 -1.833334e0 2.702084e-2 2.702084e-2
-3.333403e-1 -1.833334e0 3.104674e-2 3.104674e-2
-1.666743e-1 -1.833334e0 3.374449e-2 3.374449e-2
-8.3e-6 -1.833334e0 3.469545e-2 3.469545e-2
1.6665771e-1 -1.833334e0 3.374529e-2 3.374529e-2
3.3332372e-1 -1.833334e0 3.104706e-2 3.104706e-2
4.9998972e-1 -1.833334e0 2.702124e-2 2.702124e-2
6.6665572e-1 -1.833334e0 2.224638e-2 2.224638e-2
8.3332172e-1 -1.833334e0 1.732535e-2 1.732535e-2
9.9998772e-1 -1.833334e0 1.276396e-2 1.276396e-2
1.16665372e0 -1.833334e0 8.895372e-3 8.895372e-3
1.3333197e0 -1.833334e0 5.864206e-3 5.864206e-3
1.4999857e0 -1.833334e0 3.65701e-3 3.65701e-3
1.6666516e0 -1.833334e0 2.157338e-3 2.157338e-3
1.8333176e0 -1.833334e0 1.203859e-3 1.203859e-3
1.9999835e0 -1.833334e0 6.355064e-4 6.355064e-4

